Date/Time (PST),Battery Voltage (v),Temperature (deg F),Relative Humidity (%),Wind Speed Minimum (mph),Wind Speed Average (mph),Wind Direction (deg.),Wind Speed Maximum (mph),"Intermittent/Shot Snow ("")"
2018-10-31 16:00,11.96,50.27,41.13,99.9,3.344,226.6,98.5,65.44
2018-10-31 15:00,11.96,52.05,41.38,99.9,3.237,45.21,84.5,63.1
2018-10-31 14:00,11.96,54.3,44.19,100.0,4.292,68.42,65.43,63.77
2018-10-31 13:00,11.96,52.82,51.05,74.54,3.706,53.24,86.4,68.52
2018-10-31 12:00,11.96,45.51,44.19,99.9,4.736,26.71,62.33,83.8
2018-10-31 11:00,11.96,38.87,41.4,100.0,5.663,49.87,60.34,97.4
2018-10-31 10:00,11.96,37.67,40.18,99.9,6.429,53.91,76.73,99.6
2018-10-31 09:00,11.96,36.87,39.44,99.9,6.246,85.6,85.9,102.4
2018-10-31 08:00,11.96,36.08,38.46,100.0,5.073,59.88,77.36,105.9
2018-10-31 07:00,11.96,35.69,37.6,100.0,4.939,52.6,70.01,108.1
2018-10-31 06:00,11.96,35.41,36.99,99.9,5.594,57.65,62.6,109.5
2018-10-31 05:00,11.97,35.29,35.76,99.9,6.24,73.84,82.9,110.9
2018-10-31 04:00,11.97,35.34,34.78,100.0,7.674,306.2,99.2,111.2
2018-10-31 03:00,11.97,35.53,32.82,100.0,16.75,333.3,64.42,111.4
2018-10-31 02:00,11.97,35.75,31.35,100.0,18.03,178.1,67.95,111.4
2018-10-31 01:00,11.98,35.93,30.37,99.9,18.61,164.2,64.12,111.0
2018-10-31 00:00,11.98,35.67,30.61,99.9,12.88,169.5,42.82,112.0
2018-10-30 23:00,11.98,35.72,30.74,99.9,10.39,163.2,25.45,111.5
2018-10-30 22:00,11.98,35.9,31.23,99.9,10.9,161.9,35.38,110.5
2018-10-30 21:00,11.99,36.09,31.6,99.9,8.63,186.0,29.5,110.4
2018-10-30 20:00,11.99,36.28,31.96,99.9,4.549,183.5,40.16,110.0
2018-10-30 19:00,11.99,36.43,31.96,99.9,5.198,181.7,34.69,109.1
2018-10-30 18:00,11.99,36.55,31.84,99.8,3.696,121.4,91.3,107.7
2018-10-30 17:00,12.0,36.61,31.84,100.0,2.197,62.05,59.14,106.7
2018-10-30 16:00,12.0,36.54,31.96,99.9,1.95,59.01,74.16,103.4
2018-10-30 15:00,12.0,36.39,32.33,100.0,1.683,63.29,76.47,100.4
2018-10-30 14:00,12.0,36.2,32.45,99.6,1.587,37.88,74.63,95.4
2018-10-30 13:00,12.0,35.97,32.7,99.7,1.653,23.29,88.9,87.6
2018-10-30 12:00,12.01,35.78,32.58,99.4,1.712,25.22,80.4,76.37
2018-10-30 11:00,12.01,35.69,32.09,99.9,1.745,40.06,75.91,59.42
2018-10-30 10:00,12.01,35.34,31.96,99.9,-7999.0,0.0,0.0,36.57
2018-10-30 09:00,11.72,33.54,31.48,100.0,-7999.0,0.0,0.0,5.8
2018-10-30 08:00,9.69,34.08,30.99,99.9,8.09,36.17,15.33,116.1
2018-10-30 07:00,9.69,34.22,30.51,99.9,8.85,32.0,0.288,116.3
2018-10-30 06:00,9.69,34.41,30.26,100.0,8.85,32.0,0.288,115.8
2018-10-30 05:00,9.63,34.61,30.26,99.9,8.42,38.51,27.86,116.1
2018-10-30 04:00,9.66,34.84,30.25,99.9,6.422,75.36,31.03,116.4
2018-10-30 03:00,9.68,35.05,30.13,99.9,6.753,40.62,40.63,116.5
2018-10-30 02:00,9.68,34.84,29.88,99.6,2.778,43.83,57.76,116.8
2018-10-30 01:00,9.69,34.34,30.01,99.9,4.346,14.12,43.35,116.8
2018-10-30 00:00,9.69,34.48,30.38,99.9,4.319,21.43,43.21,116.9
2018-10-29 23:00,9.7,34.62,30.62,99.9,4.989,15.14,48.12,116.9
2018-10-29 22:00,9.7,34.76,30.37,100.0,5.798,9.87,43.36,117.5
2018-10-29 21:00,9.71,34.94,30.62,99.9,4.71,18.88,52.77,117.3
2018-10-29 20:00,9.72,35.09,30.74,99.8,4.096,16.76,63.82,116.1
2018-10-29 19:00,9.73,35.22,30.87,99.8,2.822,87.2,76.96,116.1
2018-10-29 18:00,9.71,35.35,30.74,100.0,2.66,103.1,91.7,115.7
2018-10-29 17:00,9.69,35.44,31.11,99.9,2.367,132.0,70.69,116.7
2018-10-29 16:00,9.74,35.47,31.47,100.0,1.731,102.1,63.94,116.1
2018-10-29 15:00,9.72,35.47,31.72,99.9,1.351,118.2,87.7,115.0
2018-10-29 14:00,9.73,35.43,31.84,99.8,1.714,84.4,78.04,115.2
2018-10-29 13:00,9.73,35.44,31.84,100.0,1.224,83.8,85.5,115.4
2018-10-29 12:00,9.73,35.49,31.72,99.9,1.576,42.92,81.1,115.9
2018-10-29 11:00,9.73,35.6,31.6,100.0,5.312,308.6,20.61,116.5
2018-10-29 10:00,9.73,35.78,30.61,99.9,5.72,305.0,0.143,118.1
2018-10-29 09:00,9.74,35.86,30.61,99.8,5.72,305.0,0.143,118.3
2018-10-29 08:00,9.74,34.94,30.37,99.9,5.72,305.0,0.143,119.7
2018-10-29 07:00,9.74,33.9,29.9,99.9,5.72,305.0,0.143,119.2
2018-10-29 06:00,9.75,34.04,29.78,99.8,5.72,305.0,0.143,119.2
2018-10-29 05:00,9.76,34.19,29.9,99.9,5.72,305.0,0.143,118.4
2018-10-29 04:00,9.76,34.37,29.77,100.0,5.72,305.0,0.143,118.6
2018-10-29 03:00,9.77,34.54,29.77,99.9,5.72,305.0,0.143,118.1
2018-10-29 02:00,9.77,34.73,29.88,100.0,5.72,305.0,0.143,118.6
2018-10-29 01:00,9.78,34.93,30.13,99.9,5.72,305.0,0.143,118.5
2018-10-29 00:00,9.78,35.14,30.25,99.9,5.72,305.0,0.143,118.8
2018-10-28 23:00,9.79,35.37,30.0,99.8,6.447,284.1,52.54,118.1
2018-10-28 22:00,9.8,35.61,30.37,99.9,5.745,176.8,91.3,117.8
2018-10-28 21:00,9.8,35.83,29.88,100.0,1.86,85.0,0.263,117.2
2018-10-28 20:00,9.82,36.03,30.49,99.9,3.924,13.58,68.78,117.9
2018-10-28 19:00,9.83,36.25,30.74,99.9,4.08,183.5,61.56,117.3
2018-10-28 18:00,9.83,36.46,30.61,99.9,4.942,321.2,95.2,116.9
2018-10-28 17:00,9.84,36.66,31.11,99.9,4.728,228.1,92.4,116.5
2018-10-28 16:00,9.84,36.84,31.47,99.9,4.488,60.77,84.0,115.5
2018-10-28 15:00,9.85,36.96,31.47,100.0,4.647,235.8,97.3,115.8
2018-10-28 14:00,9.85,37.07,31.35,99.9,5.554,309.1,96.9,115.7
2018-10-28 13:00,9.86,37.25,31.11,100.0,6.268,309.9,83.7,115.8
2018-10-28 12:00,9.86,37.42,31.23,100.0,12.13,244.7,82.9,116.4
2018-10-28 11:00,9.87,37.65,30.61,100.0,5.342,327.9,101.2,115.6
2018-10-28 10:00,9.87,37.89,31.11,99.9,6.72,1.519,90.2,115.0
2018-10-28 09:00,9.88,38.09,32.58,99.9,7.937,271.5,93.0,114.9
2018-10-28 08:00,9.88,38.29,32.94,100.0,8.95,241.2,88.3,115.7
2018-10-28 07:00,9.89,38.45,33.19,99.8,8.88,293.1,82.9,116.0
2018-10-28 06:00,9.89,38.51,34.05,99.8,6.49,276.0,86.4,115.0
2018-10-28 05:00,9.9,38.52,35.15,99.8,8.33,278.0,88.7,114.2
2018-10-28 04:00,9.91,38.49,35.76,100.0,8.27,214.5,71.1,114.1
2018-10-28 03:00,9.91,38.47,36.13,99.9,9.17,196.4,63.48,114.2
2018-10-28 02:00,9.92,38.51,36.13,100.0,14.08,184.5,37.11,114.4
2018-10-28 01:00,9.93,38.6,35.15,99.8,13.49,177.9,14.72,115.0
2018-10-28 00:00,9.94,38.74,34.78,99.9,13.25,165.7,13.67,116.0
2018-10-27 23:00,9.95,38.9,34.17,100.0,12.2,161.1,15.55,116.3
2018-10-27 22:00,9.97,39.03,33.8,99.9,12.24,160.2,14.28,117.1
2018-10-27 21:00,10.02,39.2,34.66,99.9,12.31,153.9,17.29,117.3
2018-10-27 20:00,10.03,39.36,34.78,100.0,13.06,156.2,15.36,117.9
2018-10-27 19:00,10.05,39.55,34.78,99.9,13.05,148.5,15.91,118.5
2018-10-27 18:00,10.06,39.73,34.78,99.8,13.47,145.6,14.36,119.5
2018-10-27 17:00,10.06,39.84,34.78,99.4,13.01,146.9,13.96,119.5
2018-10-27 16:00,10.07,39.84,36.01,90.9,13.23,143.4,13.31,119.9
2018-10-27 15:00,10.08,39.7,37.11,79.96,12.5,149.3,11.27,120.9
2018-10-27 14:00,10.09,39.38,37.6,71.72,13.61,155.5,14.39,121.9
2018-10-27 13:00,10.1,38.97,39.07,71.51,12.39,146.1,15.92,123.6
2018-10-27 12:00,10.11,38.53,37.97,72.54,14.61,134.9,15.96,123.8
2018-10-27 11:00,10.11,38.09,36.25,61.37,14.68,129.2,11.83,124.4
2018-10-27 10:00,10.13,37.73,36.5,54.83,12.61,126.8,10.88,124.8
2018-10-27 09:00,10.14,37.53,36.25,53.6,12.06,123.5,12.35,125.0
2018-10-27 08:00,10.16,37.56,36.5,43.04,12.08,125.8,12.13,125.4
2018-10-27 07:00,10.17,37.8,35.03,46.93,12.71,136.9,10.18,124.6
2018-10-27 06:00,10.19,38.18,34.54,42.36,8.63,123.0,17.27,121.6
2018-10-27 05:00,10.21,38.69,34.17,46.45,7.157,119.0,28.15,120.4
2018-10-27 04:00,10.23,39.25,33.43,46.04,5.599,356.2,27.91,117.6
2018-10-27 03:00,10.26,39.77,30.61,99.4,5.365,335.9,48.0,113.9
2018-10-27 02:00,10.3,40.27,31.23,98.3,4.467,346.9,59.88,113.3
2018-10-27 01:00,10.35,40.81,32.21,99.3,4.952,13.91,30.45,111.7
2018-10-27 00:00,10.5,41.27,32.94,99.9,4.065,22.41,63.7,111.4
2018-10-26 23:00,10.86,41.71,33.56,99.9,2.313,220.5,79.53,110.6
2018-10-26 22:00,11.35,42.16,33.56,99.9,3.435,29.72,70.22,107.5
2018-10-26 21:00,11.59,42.59,34.78,100.0,3.504,134.2,93.2,106.8
2018-10-26 20:00,11.8,43.03,35.64,100.0,5.139,27.08,70.31,106.1
2018-10-26 19:00,11.86,43.49,35.39,99.9,7.217,37.99,43.55,104.6
2018-10-26 18:00,11.9,43.94,35.88,100.0,6.098,22.35,53.8,103.0
2018-10-26 17:00,11.92,44.39,36.37,100.0,7.717,32.41,38.69,102.2
2018-10-26 16:00,11.94,44.83,36.61,100.0,8.21,20.45,64.45,100.0
2018-10-26 15:00,11.95,45.16,37.84,99.9,8.61,25.49,97.6,99.2
2018-10-26 14:00,11.96,45.47,38.57,99.9,8.11,34.09,83.2,98.5
2018-10-26 13:00,11.97,45.66,38.45,99.9,6.97,51.81,73.54,97.8
2018-10-26 12:00,11.98,45.64,40.9,99.9,5.771,105.6,88.4,97.2
2018-10-26 11:00,11.99,45.52,43.59,99.9,6.396,354.9,79.97,97.1
2018-10-26 10:00,12.0,45.46,42.86,99.9,5.876,277.7,95.7,98.2
2018-10-26 09:00,12.01,45.42,42.62,99.9,7.727,284.3,88.7,98.7
2018-10-26 08:00,12.01,45.34,42.86,99.9,6.644,239.8,78.54,99.0
2018-10-26 07:00,12.02,45.18,42.25,99.9,7.943,337.4,85.8,100.2
2018-10-26 06:00,12.03,44.96,43.84,100.0,6.769,22.64,83.0,100.4
2018-10-26 05:00,12.03,44.78,43.96,99.9,5.778,248.9,97.0,100.9
2018-10-26 04:00,12.04,44.68,44.09,99.9,6.762,186.4,89.3,102.0
2018-10-26 03:00,12.05,44.54,42.01,100.0,11.83,185.1,40.1,102.8
2018-10-26 02:00,12.05,44.41,41.27,100.0,20.0,175.2,15.95,103.7
2018-10-26 01:00,12.06,44.33,40.9,100.0,11.14,171.2,14.67,104.1
2018-10-26 00:00,12.06,44.3,41.51,100.0,6.478,144.2,24.16,104.4
2018-10-25 23:00,12.07,44.26,42.0,99.9,5.733,166.2,37.45,104.8
2018-10-25 22:00,12.07,44.2,41.88,99.9,7.002,173.5,17.34,104.5
2018-10-25 21:00,12.08,44.16,41.76,99.9,5.278,186.6,43.23,105.6
2018-10-25 20:00,12.09,44.08,42.0,100.0,6.05,188.3,44.1,106.4
2018-10-25 19:00,12.09,43.98,42.0,99.9,6.786,179.9,47.52,106.9
2018-10-25 18:00,12.1,43.91,41.76,99.9,6.07,200.9,66.06,107.8
2018-10-25 17:00,12.1,43.81,41.76,99.9,5.458,216.5,77.64,108.7
2018-10-25 16:00,12.11,43.68,41.52,100.0,7.702,179.0,55.01,109.5
2018-10-25 15:00,12.11,43.61,41.77,100.0,5.373,191.1,87.0,110.8
2018-10-25 14:00,12.12,43.57,41.51,99.9,5.954,203.8,88.1,111.3
2018-10-25 13:00,12.12,43.46,40.29,99.9,8.92,183.3,27.25,112.4
2018-10-25 12:00,12.13,42.5,39.32,99.9,12.62,170.9,15.83,114.6
2018-10-25 11:00,12.13,41.34,39.2,100.0,8.98,175.5,12.78,116.6
2018-10-25 10:00,12.14,41.13,38.58,99.9,11.57,173.0,11.65,117.3
2018-10-25 09:00,12.14,40.99,38.83,100.0,12.64,170.1,11.15,117.9
2018-10-25 08:00,12.15,41.0,37.97,99.9,10.67,176.5,13.88,118.4
2018-10-25 07:00,12.15,41.09,36.62,99.9,10.01,173.4,16.8,118.9
2018-10-25 06:00,12.16,41.2,35.64,99.3,9.86,175.8,22.15,120.1
2018-10-25 05:00,12.16,41.36,36.5,97.9,4.78,162.7,58.97,121.2
2018-10-25 04:00,12.17,41.52,36.5,97.7,4.546,166.9,88.6,121.1
2018-10-25 03:00,12.18,41.73,36.87,85.1,5.386,47.57,79.6,121.1
2018-10-25 02:00,12.18,41.95,36.87,75.94,5.396,11.23,76.53,120.0
2018-10-25 01:00,12.19,42.2,37.11,69.27,5.628,352.4,74.67,119.7
2018-10-25 00:00,12.19,42.51,36.62,73.49,5.885,33.7,80.2,119.5
2018-10-24 23:00,12.2,42.79,36.99,74.71,5.252,8.73,92.3,119.4
2018-10-24 22:00,12.2,43.06,36.99,77.23,5.782,39.16,76.35,118.4
2018-10-24 21:00,12.21,43.35,37.23,72.26,6.521,39.87,64.86,117.6
2018-10-24 20:00,12.22,43.63,37.23,71.92,4.726,330.9,78.96,117.0
2018-10-24 19:00,12.22,43.88,37.47,70.35,3.068,230.7,83.3,116.2
2018-10-24 18:00,12.23,44.06,37.22,75.32,3.545,105.0,85.7,114.9
2018-10-24 17:00,12.23,44.08,37.35,80.7,3.145,76.88,75.47,114.2
2018-10-24 16:00,12.24,43.93,38.08,83.8,2.706,94.7,78.09,113.4
2018-10-24 15:00,12.24,43.8,38.33,87.7,2.708,93.2,85.0,113.3
2018-10-24 14:00,12.25,43.69,39.44,85.1,1.555,167.0,73.88,113.5
2018-10-24 13:00,12.25,43.68,38.82,89.3,1.928,84.9,80.9,114.6
2018-10-24 12:00,12.26,43.79,38.7,86.7,1.414,110.3,90.9,114.6
2018-10-24 11:00,12.26,43.98,36.0,93.8,2.644,342.9,31.96,113.7
2018-10-24 10:00,12.27,44.21,36.0,93.7,4.121,351.1,25.2,113.0
2018-10-24 09:00,12.28,44.51,35.39,95.2,2.504,351.8,47.28,112.2
2018-10-24 08:00,12.29,44.99,35.75,92.5,2.588,310.3,71.96,110.9
2018-10-24 07:00,12.29,45.52,34.77,93.4,2.937,15.07,56.96,108.7
2018-10-24 06:00,12.3,46.09,35.14,98.5,2.081,4.929,86.7,106.9
2018-10-24 05:00,12.31,46.7,35.75,96.5,1.395,141.1,88.1,105.5
2018-10-24 04:00,12.31,47.33,35.63,93.4,1.536,70.1,74.18,103.0
2018-10-24 03:00,12.32,48.03,35.62,91.8,1.999,172.6,74.44,101.3
2018-10-24 02:00,12.33,48.76,35.25,90.7,2.413,272.0,96.8,98.5
2018-10-24 01:00,12.34,49.57,35.37,93.8,2.168,38.74,68.72,95.5
2018-10-24 00:00,12.34,50.35,36.11,95.5,2.621,31.13,56.14,92.4
2018-10-23 23:00,12.35,51.22,36.47,94.0,1.935,50.09,61.12,89.8
2018-10-23 22:00,12.36,52.17,36.35,98.1,4.153,37.14,71.14,85.5
2018-10-23 21:00,12.37,53.16,38.07,99.7,3.738,49.13,55.73,82.5
2018-10-23 20:00,12.37,54.2,38.56,96.0,4.239,44.82,71.22,79.44
2018-10-23 19:00,12.38,55.3,38.8,89.3,3.841,22.13,63.91,76.5
2018-10-23 18:00,12.39,56.52,39.41,81.4,4.614,30.86,34.97,73.48
2018-10-23 17:00,12.39,57.73,42.34,61.2,7.18,22.29,44.78,72.54
2018-10-23 16:00,12.39,58.74,44.42,53.91,4.354,111.4,87.7,70.8
2018-10-23 15:00,12.4,59.7,46.88,47.72,3.123,30.76,72.66,69.46
2018-10-23 14:00,12.4,60.67,48.22,49.83,2.784,78.71,70.41,67.38
2018-10-23 13:00,12.4,61.61,51.78,49.15,2.718,191.8,52.12,66.78
2018-10-23 12:00,12.4,62.05,52.99,47.71,2.45,157.5,55.65,66.78
2018-10-23 11:00,12.4,57.97,51.65,44.45,5.43,133.7,24.47,69.73
2018-10-23 10:00,12.44,52.0,51.18,45.34,5.29,160.7,38.0,66.72
2018-10-23 09:00,11.96,47.83,49.1,45.89,5.326,166.3,27.48,40.05
2018-10-23 08:00,12.08,50.35,48.24,45.14,6.856,133.7,15.18,94.9
2018-10-23 07:00,12.08,50.58,47.38,44.32,7.931,114.5,14.85,94.7
2018-10-23 06:00,12.09,50.89,47.01,44.26,7.771,118.9,15.24,92.6
2018-10-23 05:00,12.09,51.26,46.89,44.46,9.55,129.4,11.55,91.3
2018-10-23 04:00,12.09,51.63,47.14,44.19,9.39,125.3,9.88,89.3
2018-10-23 03:00,12.1,52.03,46.89,44.66,10.21,136.8,8.94,88.4
2018-10-23 02:00,12.1,52.47,47.26,44.8,12.59,138.2,8.88,87.1
2018-10-23 01:00,12.1,52.93,47.38,44.8,12.86,138.1,8.26,85.5
2018-10-23 00:00,12.1,53.42,47.38,44.8,12.74,131.4,7.669,83.8
2018-10-22 23:00,12.11,53.83,48.48,41.6,11.6,125.3,9.92,82.0
2018-10-22 22:00,12.11,54.25,49.22,42.96,10.95,118.3,10.13,80.4
2018-10-22 21:00,12.11,54.66,49.71,42.96,10.73,120.1,10.34,79.11
2018-10-22 20:00,12.11,55.08,50.69,41.94,12.36,127.3,14.22,78.91
2018-10-22 19:00,12.12,55.49,50.69,41.33,12.7,128.3,7.804,77.5
2018-10-22 18:00,12.12,55.82,51.79,34.79,9.85,118.0,9.65,77.37
2018-10-22 17:00,12.12,56.0,52.04,36.02,12.14,122.6,10.45,76.9
2018-10-22 16:00,12.12,55.93,53.02,36.83,11.73,125.1,10.08,76.97
2018-10-22 15:00,12.13,55.72,54.24,38.13,10.69,133.8,12.61,77.43
2018-10-22 14:00,12.13,55.41,55.22,37.04,10.5,129.7,12.42,78.71
2018-10-22 13:00,12.13,54.87,55.47,35.2,10.78,129.6,11.14,79.38
2018-10-22 12:00,12.13,54.17,54.86,35.68,10.73,129.7,11.78,81.5
2018-10-22 11:00,12.14,53.38,53.75,35.81,9.05,122.2,13.88,83.4
2018-10-22 10:00,12.14,52.63,53.39,34.52,10.07,124.6,12.21,84.4
2018-10-22 09:00,12.14,52.2,52.04,35.61,10.06,129.7,9.99,85.4
2018-10-22 08:00,12.14,52.19,50.69,34.18,9.53,122.4,11.46,85.5
2018-10-22 07:00,12.15,52.49,48.24,37.99,9.52,127.2,9.83,84.7
2018-10-22 06:00,12.15,52.92,47.99,38.88,9.89,119.6,11.58,82.6
2018-10-22 05:00,12.16,53.42,48.48,37.45,10.0,118.7,11.91,79.65
2018-10-22 04:00,12.16,53.89,48.12,39.69,10.49,127.3,9.84,78.17
2018-10-22 03:00,12.16,54.35,48.97,39.22,8.94,124.5,9.84,76.97
2018-10-22 02:00,12.16,54.82,49.59,38.94,9.04,127.3,10.97,74.96
2018-10-22 01:00,12.17,55.36,49.59,40.85,8.89,128.8,8.87,72.54
2018-10-22 00:00,12.17,55.87,50.08,41.94,9.15,134.8,10.55,72.14
2018-10-21 23:00,12.17,56.4,50.57,41.19,9.2,136.7,9.23,71.34
2018-10-21 22:00,12.18,56.94,50.81,42.14,7.451,126.4,9.79,70.27
2018-10-21 21:00,12.18,57.51,50.93,43.09,7.742,135.3,6.814,68.92
2018-10-21 20:00,12.18,58.09,51.16,44.38,6.165,125.6,8.05,67.58
2018-10-21 19:00,12.18,58.55,51.41,46.09,6.677,124.7,6.361,65.97
2018-10-21 18:00,12.19,58.77,51.9,48.06,6.115,137.4,10.33,66.18
2018-10-21 17:00,12.19,58.6,54.23,45.81,3.492,129.9,19.35,66.24
2018-10-21 16:00,12.19,58.18,56.19,42.61,3.426,156.2,25.67,67.05
2018-10-21 15:00,12.19,57.78,58.15,39.01,3.811,169.4,26.11,67.99
2018-10-21 14:00,12.2,57.53,58.15,38.94,4.285,159.2,41.44,68.65
2018-10-21 13:00,12.2,57.2,56.08,40.1,5.126,134.1,30.94,69.46
2018-10-21 12:00,12.2,56.87,55.71,39.9,5.534,126.1,21.6,70.33
2018-10-21 11:00,12.2,56.52,52.77,39.21,7.057,114.3,24.83,71.54
2018-10-21 10:00,12.21,56.28,51.3,38.2,7.151,117.4,27.84,72.41
2018-10-21 09:00,12.21,56.23,50.81,40.58,8.5,141.2,24.17,74.55
2018-10-21 08:00,12.21,56.42,50.81,36.02,8.24,150.7,19.81,73.95
2018-10-21 07:00,12.22,56.83,51.18,32.27,7.596,158.3,26.25,68.66
2018-10-21 06:00,12.22,57.37,52.03,26.69,5.185,158.8,20.34,66.38
2018-10-21 05:00,12.22,57.99,51.9,28.32,6.841,149.8,14.54,65.31
2018-10-21 04:00,12.23,58.66,52.63,25.73,7.035,140.6,15.64,63.29
2018-10-21 03:00,12.23,59.42,53.25,23.42,8.08,139.2,14.55,61.42
2018-10-21 02:00,12.24,60.38,53.0,21.99,9.18,131.9,9.11,60.35
2018-10-21 01:00,12.24,61.39,52.76,24.17,9.15,134.8,11.13,58.34
2018-10-21 00:00,12.24,62.48,53.0,26.75,10.59,143.6,7.219,56.6
2018-10-20 23:00,12.25,63.61,53.73,27.36,9.0,148.2,11.26,55.32
2018-10-20 22:00,12.25,64.76,55.07,26.2,8.18,145.5,10.5,53.58
2018-10-20 21:00,12.25,66.06,56.78,24.43,6.51,147.7,13.32,52.71
2018-10-20 20:00,12.25,67.46,57.52,19.53,5.611,152.4,14.66,51.24
2018-10-20 19:00,12.26,68.91,57.27,19.26,3.906,152.9,11.75,50.37
2018-10-20 18:00,12.26,70.47,58.87,20.76,1.415,156.7,26.83,49.5
2018-10-20 17:00,12.26,72.02,60.09,19.12,1.925,169.1,22.98,48.49
2018-10-20 16:00,12.26,72.58,61.3,13.75,2.336,163.5,36.05,47.75
2018-10-20 15:00,12.26,68.05,62.91,14.7,4.002,179.9,19.1,49.23
2018-10-20 14:00,12.26,61.97,63.4,13.34,4.542,177.0,15.8,53.51
2018-10-20 13:00,12.26,59.72,63.29,14.3,4.47,177.4,27.36,56.53
2018-10-20 12:00,12.26,58.88,62.44,14.7,4.749,175.9,15.23,57.4
2018-10-20 11:00,12.26,57.76,61.82,16.27,3.932,174.7,20.32,59.41
2018-10-20 10:00,12.26,56.68,60.73,18.18,2.374,175.8,35.84,62.22
2018-10-20 09:00,12.27,56.07,60.49,15.18,2.366,218.9,92.7,67.99
2018-10-20 08:00,12.27,55.89,55.71,10.76,3.417,314.0,13.05,69.33
2018-10-20 07:00,12.27,55.99,54.37,11.98,3.215,243.1,39.01,62.7
2018-10-20 06:00,12.27,56.26,54.24,21.17,2.242,6.862,74.16,62.76
2018-10-20 05:00,12.28,56.53,54.23,20.42,3.871,168.0,33.99,61.82
2018-10-20 04:00,12.28,56.79,54.48,24.1,3.044,161.5,64.43,61.69
2018-10-20 03:00,12.28,57.06,54.97,16.47,2.77,217.4,61.14,61.82
2018-10-20 02:00,12.29,57.35,55.33,25.66,2.51,48.94,100.8,61.15
2018-10-20 01:00,12.29,57.66,54.96,28.05,2.838,184.2,40.2,60.08
2018-10-20 00:00,12.29,58.05,55.45,26.75,4.798,188.3,22.42,59.54
2018-10-19 23:00,12.29,58.45,55.45,23.89,5.637,179.0,16.57,58.34
2018-10-19 22:00,12.3,58.9,55.45,23.01,5.752,176.8,9.79,57.4
2018-10-19 21:00,12.3,59.4,55.21,22.87,5.763,171.8,6.477,56.06
2018-10-19 20:00,12.3,59.88,55.58,28.45,7.084,174.7,9.1,55.53
2018-10-19 19:00,12.3,60.3,56.43,17.09,5.726,171.0,11.42,54.05
2018-10-19 18:00,12.3,60.47,57.05,24.98,4.046,168.5,9.56,53.38
2018-10-19 17:00,12.3,60.23,58.03,15.72,3.543,166.1,15.83,52.51
2018-10-19 16:00,12.3,59.55,59.86,21.72,4.7,170.8,16.88,53.11
2018-10-19 15:00,12.3,58.41,60.48,27.3,5.552,177.2,12.54,52.98
2018-10-19 14:00,12.3,57.64,61.7,21.24,5.501,171.0,11.45,51.64
2018-10-19 13:00,12.3,56.94,61.33,16.75,5.126,173.9,14.42,50.5
2018-10-19 12:00,12.31,56.0,60.97,17.97,5.45,168.2,14.68,50.3
2018-10-19 11:00,12.32,54.67,59.51,18.79,5.773,168.8,14.51,49.1
2018-10-19 10:00,12.0,51.8,58.17,20.36,-7999.0,0.0,0.0,48.83
2018-09-09 14:00,9.46,53.75,65.7,,3.564,192.8,10.72,4.878
2018-09-09 13:00,9.6,53.88,64.0,,3.661,180.4,13.44,4.744
2018-09-09 12:00,9.67,52.53,64.75,,3.345,163.7,11.01,9.23
2018-09-09 11:00,9.72,50.33,69.04,,3.848,133.4,9.63,14.46
2018-09-09 10:00,9.75,47.63,76.53,,3.532,125.4,11.13,20.49
2018-09-09 09:00,9.78,42.73,92.0,,2.494,56.97,6.99,23.03
2018-09-09 08:00,9.8,43.47,84.4,,3.498,159.8,8.1,27.45
2018-09-09 07:00,9.82,42.12,88.0,,2.854,122.2,7.87,30.54
2018-09-09 06:00,9.84,41.75,88.4,,2.368,86.8,6.46,31.21
2018-09-09 05:00,9.85,41.63,88.9,,3.045,98.4,7.59,31.34
2018-09-09 04:00,9.87,40.89,96.4,,2.967,41.52,11.17,30.81
2018-09-09 03:00,9.88,41.38,99.8,,2.833,46.07,8.59,31.34
2018-09-09 02:00,9.89,41.01,99.9,,4.606,14.1,11.18,33.22
2018-09-09 01:00,9.91,41.62,99.7,,3.556,9.19,10.51,33.62
2018-09-09 00:00,9.92,41.99,99.7,,3.616,27.32,10.15,34.89
2018-09-08 23:00,9.93,41.99,99.1,,3.752,7.206,12.14,36.03
2018-09-08 22:00,9.95,42.23,95.3,,3.4,21.59,10.46,36.84
2018-09-08 21:00,9.96,42.72,94.5,,3.134,349.2,10.65,37.24
2018-09-08 20:00,9.97,42.11,94.1,,3.345,38.12,12.74,36.7
2018-09-08 19:00,9.98,42.36,91.8,,2.23,46.14,9.45,35.03
2018-09-08 18:00,9.99,43.46,88.0,,2.495,30.26,8.55,33.55
2018-09-08 17:00,10.0,44.44,88.3,,2.492,20.71,8.46,33.75
2018-09-08 16:00,10.01,45.42,87.0,,1.449,71.53,4.93,34.96
2018-09-08 15:00,10.01,45.42,93.9,,2.054,64.38,6.15,37.24
2018-09-08 14:00,10.02,44.32,96.6,,2.277,26.1,7.82,39.92
2018-09-08 13:00,10.03,45.05,95.0,,1.94,58.41,8.84,42.53
2018-09-08 12:00,10.04,44.44,95.8,,1.483,71.03,5.49,45.14
2018-09-08 11:00,10.05,43.7,99.6,,1.684,84.6,5.78,48.96
2018-09-08 10:00,10.06,42.72,99.2,,1.748,53.01,7.06,50.1
2018-09-08 09:00,10.07,42.85,99.9,,2.878,59.07,9.2,51.31
